gauge_id,gauge_lat,gauge_lon,geometry,GPP_gCperm2yr,C4_fraction,C4_fraction_un
3180500,38.54373,-79.83312,POINT (-79.83312 38.54373),1971.4648,0.449212391,
3182500,38.18595,-80.13062,POINT (-80.13062 38.18595),1976.3456,,
3186500,38.379,-80.48397,POINT (-80.48397 38.379),2063.16,,
3187500,38.29539,-80.52648,POINT (-80.52648 38.29539),2070.1736,0.05589993,
3213700,37.67316,-82.28014,POINT (-82.28014 37.67316),1850.566,0.225660429,
3237280,38.64369,-83.21574,POINT (-83.21574 38.64369),1853.4388,2.468199155,
3237500,38.80368,-83.42102,POINT (-83.42102 38.80368),1880.4839,2.468199155,
3238500,38.85813,-83.92854,POINT (-83.92854 38.85813),1793.3175,18.16233314,1.217520165
3241500,39.72284,-83.88271,POINT (-83.88271 39.72284),1858.9586,27.30299631,2.747748263
3280700,37.16509,-83.30796,POINT (-83.30796 37.16509),2021.3629,0.267015141,
3281100,37.15203,-83.7602,POINT (-83.7602 37.15203),1939.5162,0.96284204,
3281500,37.47981,-83.67519,POINT (-83.67519 37.47981),1980.8628,0.96284204,
3285000,37.64202,-84.66078,POINT (-84.66078 37.64202),2020.0126,15.69004446,0.488806894
3291780,38.87811,-85.25718,POINT (-85.25718 38.87811),1905.96,22.21452231,2.785843056
3300400,37.83284,-85.29607,POINT (-85.29607 37.83284),2038.8186,21.87425282,1.66467798
3338780,40.26531,-87.6428,POINT (-87.6428 40.26531),1749.7766,36.45960295,3.536578093
3340800,39.81255,-86.9539,POINT (-86.9539 39.81255),1741.3306,37.33181492,3.353000753
3346000,39.01004,-87.94559,POINT (-87.94559 39.01004),1635.4517,35.77562397,3.505221381
3357350,39.76171,-86.72945,POINT (-86.72945 39.76171),1777.6873,37.33181492,3.353000753
3364500,39.27477,-85.70165,POINT (-85.70165 39.27477),1750.5093,38.94615272,3.687843132
3366500,38.80422,-85.67386,POINT (-85.67386 38.80422),2000.3955,31.03489435,2.408353496
3368000,39.07033,-85.48608,POINT (-85.48608 39.07033),1879.7539,37.47709164,3.107237375
3384450,37.47227,-88.54727,POINT (-88.54727 37.47227),2002.2399,24.2961813,1.920197687
3439000,35.14333,-82.82472,POINT (-82.82472 35.14333),2046.0895,0.331953025,
3450000,35.65306,-82.40528,POINT (-82.40528 35.65306),2160.04,0.149685015,
3455500,35.39611,-82.9375,POINT (-82.9375 35.39611),2180.617,0.331953025,
3456500,35.46167,-82.86972,POINT (-82.86972 35.46167),1976.3179,0.331953025,
3460000,35.6675,-83.07361,POINT (-83.07361 35.6675),2187.0251,0.667161242,
3463300,35.83151,-82.18429,POINT (-82.18429 35.83151),2104.7866,0.149685015,
3471500,36.76039,-81.63123,POINT (-81.63123 36.76039),2223.7146,1.20183279,
3473000,36.65178,-81.84401,POINT (-81.84401 36.65178),2230.5588,1.20183279,
3479000,36.23917,-81.82222,POINT (-81.82222 36.23917),2070.504,0.599854837,
3488000,36.89678,-81.74623,POINT (-81.74623 36.89678),2090.0884,1.20183279,
3498500,35.78562,-83.8846,POINT (-83.8846 35.78562),1914.9586,2.433370211,
3500000,35.15,-83.37972,POINT (-83.37972 35.15),1943.6355,0.053412687,
3500240,35.15889,-83.39417,POINT (-83.39417 35.15889),1727.7803,0.053412687,
3504000,35.1275,-83.61861,POINT (-83.61861 35.1275),2008.1095,0.048676799,
3574500,34.62425,-86.30637,POINT (-86.30637 34.62425),2016.2289,3.204093717,
3592718,34.83556,-88.28806,POINT (-88.28806 34.83556),1875.2867,8.531429822,1.805824393
3604000,35.49591,-87.8328,POINT (-87.8328 35.49591),2033.6823,1.727084168,
4015330,46.94688,-91.7924,POINT (-91.7924 46.94688),90.16841,,
4024430,46.63327,-92.09408,POINT (-92.09408 46.63327),1381.2484,0.19152295,
4027000,46.48661,-90.6963,POINT (-90.6963 46.48661),1623.889,0.771575681,
4040500,46.58411,-88.57597,POINT (-88.57597 46.58411),1493.9038,,
4043050,47.22854,-88.38539,POINT (-88.38539 47.22854),1401.2928,,
4045500,46.57502,-85.26955,POINT (-85.26955 46.57502),1473.4677,,
4056500,46.03053,-86.16125,POINT (-86.16125 46.03053),1301.3484,,
4057510,45.94302,-86.7057,POINT (-86.7057 45.94302),1419.0841,0.572290909,
4057800,46.4991,-87.88652,POINT (-87.88652 46.4991),1341.6937,0.062541122,
4059500,45.75552,-87.20152,POINT (-87.20152 45.75552),1389.4612,1.510517069,
4063700,45.76357,-88.46318,POINT (-88.46318 45.76357),1631.8297,0.23002444,
4074950,45.18997,-88.73344,POINT (-88.73344 45.18997),1578.1078,0.140999707,
4105700,42.35337,-85.35389,POINT (-85.35389 42.35337),1632.4857,26.03648218,2.421364967
4115265,43.24976,-84.98113,POINT (-84.98113 43.24976),1443.2971,22.19885436,1.908528545
4122200,43.46418,-86.23257,POINT (-86.23257 43.46418),1653.0388,9.345577131,1.595514442
4122500,43.94501,-86.27869,POINT (-86.27869 43.94501),1387.3665,13.66957794,1.891571358
4124000,44.43639,-85.69868,POINT (-85.69868 44.43639),1341.6969,1.621427186,
4127918,46.18585,-84.59783,POINT (-84.59783 46.18585),1306.6001,,
4127997,45.27446,-84.60003,POINT (-84.60003 45.27446),1412.138,9.94200162,2.102336487
4161580,42.80086,-83.09021,POINT (-83.09021 42.80086),1566.1014,19.90886854,2.472130376
4185000,41.5045,-84.42967,POINT (-84.42967 41.5045),1412.657,24.96072516,2.537965165
4196800,40.92283,-83.34881,POINT (-83.34881 40.92283),1333.8909,27.74145744,2.943085702
4197100,41.02228,-83.10964,POINT (-83.10964 41.02228),1439.4265,24.61408783,2.727620534
4197170,41.11367,-83.16825,POINT (-83.16825 41.11367),1336.1469,24.61408783,2.727620534
4213000,41.927,-80.60397,POINT (-80.60397 41.927),1607.1201,10.2883452,2.087898979
4213075,41.992,-80.29117,POINT (-80.29117 41.992),1905.8983,17.80849721,2.812906497
4216418,42.86395,-78.28363,POINT (-78.28363 42.86395),1742.3524,19.57813422,1.66013444
4221000,42.12229,-77.95722,POINT (-77.95722 42.12229),1754.7811,8.789936402,1.597539391
4224775,42.53562,-77.70416,POINT (-77.70416 42.53562),1787.0889,25.86040698,2.141141028
4233000,42.39313,-76.54494,POINT (-76.54494 42.39313),1794.6519,12.14688332,1.75549926
4256000,43.74729,-75.33435,POINT (-75.33435 43.74729),1768.6216,3.870546308,
4296000,44.86894,-72.2701,POINT (-72.2701 44.86894),1667.48,1.998548445,
5056000,47.80555,-98.71622,POINT (-98.71622 47.80555),829.89294,7.489230917,1.697219626
5057000,47.43277,-98.0276,POINT (-98.0276 47.43277),1031.3656,5.819677695,1.894403601
5057200,47.22916,-98.12482,POINT (-98.12482 47.22916),958.3362,5.819677695,1.894403601
5062500,47.26663,-96.24478,POINT (-96.24478 47.26663),1257.8461,6.485101643,1.672291883
5087500,48.34109,-96.81812,POINT (-96.81812 48.34109),788.61835,3.920613056,1.387183752
5120500,48.13834,-100.53986,POINT (-100.53986 48.13834),787.1535,11.61218749,1.159786831
5123400,48.58889,-100.44208,POINT (-100.44208 48.58889),790.28644,7.262660185,0.588247654
5129115,48.26463,-92.56599,POINT (-92.56599 48.26463),1380.0583,,
5131500,48.39578,-93.54933,POINT (-93.54933 48.39578),1340.1788,,
5291000,45.29163,-96.48756,POINT (-96.48756 45.29163),1243.3359,22.49287898,2.684302638
5362000,45.30803,-90.95652,POINT (-90.95652 45.30803),1609.9978,14.11329138,1.716493912
5393500,45.44913,-89.97931,POINT (-89.97931 45.44913),1646.4055,6.40926518,1.559592897
5399500,44.82191,-90.07958,POINT (-90.07958 44.82191),1673.2059,22.68032595,2.029803115
5408000,43.57414,-90.64319,POINT (-90.64319 43.57414),1806.3693,23.83585259,2.296858652
5412500,42.73999,-91.2618,POINT (-91.2618 42.73999),1937.0254,37.42879541,3.284207203
5413500,42.72027,-90.81929,POINT (-90.81929 42.72027),1859.5244,27.24212498,2.455701134
5414000,42.7311,-90.64041,POINT (-90.64041 42.7311),1839.0492,27.24212498,2.455701134
5444000,41.90281,-89.69622,POINT (-89.69622 41.90281),1815.4802,45.97146331,4.541548142
5454000,41.70002,-91.48767,POINT (-91.48767 41.70002),1966.651,34.60551573,3.51333928
5458000,43.03328,-92.50354,POINT (-92.50354 43.03328),1788.3257,36.79896703,
5466500,41.18698,-90.96737,POINT (-90.96737 41.18698),1564.6123,31.12820775,3.06287478
5487980,41.24688,-93.26607,POINT (-93.26607 41.24688),1769.7435,34.26292147,2.465711373
5488200,41.30055,-93.04548,POINT (-93.04548 41.30055),1869.0518,34.26292147,2.465711373
